filename,File Size (MB),Width (px),Height (px),Levels,Spacings (mu),Downsamples,Scanner
5d209ff3554336d98a5707efa863e3f5.tif,33.19,19456,13312,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
9fc4e1e72c143bb4ac700c86b57fb13f.tif,7.63,6656,5632,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
523e7b316a4c3bdf9b1efbd85d85fcfa.tif,30.03,13824,11776,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
b4ac2a5d233a3ad0bf6d3e02001559d5.tif,34.15,12288,12288,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
6968820e538e3ebe84719dbbbb9e8609.tif,20.37,9216,10752,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
998b19f6ea6b31eca856cb3d6a3454e9.tif,54.23,14848,16896,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
cb32f86ddcb238cd81df77af0a266a41.tif,10.66,9216,5632,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
756f60b18a3f3f70b9d2f81945f6ebca.tif,16.77,9216,9216,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
188040e49f3b3a06859b9ad1f3d11e13.tif,13.33,8192,10240,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
69b9cab96591318a812078b952af8a81.tif,73.06,20480,19968,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
83daa2750d4933239d73ab39cf407e92.tif,19.8,10752,7168,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
4d22c5b9d13b39b2a17c9813b1bfe373.tif,51.0,16384,17408,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
de182346dc89355db4b6215a7a6c84f9.tif,106.92,22528,24064,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
1640b4b2c9893e3ba86028a32d04fc5c.tif,54.8,18432,13824,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
ee9622e8422b32eb9adac1399428d8d0.tif,135.01,35328,19968,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
e9b46f03386839f7a1b9b585193f8806.tif,31.74,13312,10752,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
be3229fbf72c34c4897235b2bbcf6409.tif,86.11,16384,20480,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
a0580a12636e3405b882f1e0d2a43239.tif,50.76,15872,16384,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
a5f4dbdac2193c5381b0fb994d02919d.tif,73.09,19456,18944,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
cffa2fad228b3f6e84acda97129a8388.tif,17.14,10752,6144,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
786729fae9b23e99af4678fa30469200.tif,14.12,7680,10752,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
29e8ace8e3c83f83821495e341f7a89e.tif,28.25,10752,11264,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
b3fa6ba5d40f308b90764ede39b6df60.tif,72.33,19456,18944,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
7f7d10b2befb3dba9edcfc068b6f7288.tif,14.41,9728,10240,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
92222e8e4e66374193f5778a9a23106b.tif,24.05,18944,10240,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
ce0e418342fb30d387c2c07de4469573.tif,60.84,16384,16896,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
147989bab583340b835dad2f214fbd04.tif,34.27,16896,12800,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
ff667cd990b23eb5be635f0466c2ee85.tif,22.25,11264,8704,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
52eb24f94c823c3685ba19ef4065acc3.tif,25.95,12800,11264,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
e2bb601d09603679a0c8c4cfc78ec040.tif,56.65,18432,18944,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
750e70a07ba03931aaf169860507bf3a.tif,17.22,10240,9728,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
56372d4d544931e3a75d50a49de6b5a1.tif,15.27,6656,11776,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
d070e17ba61734098d3a39d7d96c8e06.tif,71.13,15872,27136,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
1d118925b03a361daaf0c270bb61ca0a.tif,39.1,9728,17920,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
cdcf2641378c3cf6a8078a65418e4727.tif,37.86,11264,15360,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
4c977d50b9713ed5bf86751d426714ab.tif,23.32,12288,6656,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
1da60695e71933458834eeb3ae879734.tif,15.27,10240,8192,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
96001623c2e6374c94b1320a31035676.tif,28.4,14336,11776,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
355fdae22dcd3bd3a947222f877a9c1b.tif,10.29,7680,8704,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
45a113c721e83df1b4e2fc89ec2a8b59.tif,94.3,31232,24576,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
26d79c65b2e238c3ad2d07c1a2938228.tif,12.8,8704,8704,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
d9316112343b37d79aa55115e79d245a.tif,24.71,11264,11264,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
4d7c5401564d3c04a4f3b0172d1397b0.tif,13.67,8704,11264,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
fb2df81162633d208260c8515dd72fe3.tif,12.87,6144,10752,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
f55bddfeb2f537db8896712befd7b0c6.tif,16.67,10240,9216,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
f19bb79313c833bcbef9a0e2203b8764.tif,63.83,15872,27648,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
4357e37b3c8a352bb08842f36156ab7f.tif,42.28,17408,16896,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
90e540aaa160320899a0cbedf309cb2e.tif,56.35,15360,17920,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
fe65183d88ee3bd384bdeb90b5719ded.tif,43.66,14336,13824,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
0c92f5de4dea3d679d753870ec03219e.tif,17.27,9216,10240,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
d79ead16666332c28307b994d7c80630.tif,29.06,15360,10752,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
d883898ed79e30e6892dfe13c85783ca.tif,38.71,13824,14848,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
38914b0821d13f3baa7657fce548c25a.tif,43.79,19456,18944,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
957d4fde7ffd3c898fdb02a1ec3355ed.tif,23.39,13312,10240,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
1479219c10de33498f1f46fd80f536c6.tif,34.27,13824,12800,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
16edc63db85837e4815839779ff1d945.tif,120.77,26112,24576,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
219eb0bf52233d86a2c3bc41e9f04775.tif,14.16,11264,6144,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
746fef13704039648cdfc495ceeb71bb.tif,51.42,18944,12800,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
472beab096083a119c89adad8ef39ca4.tif,22.5,8192,14336,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
1a431376424d3f499a7c55200e1c5011.tif,56.22,20480,11264,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
d430b7363b7733af99a048d00c248e69.tif,82.44,25600,25600,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
e1b5058195353f4fb35c8815934b1baa.tif,17.24,10752,10240,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
6a7750cf7ffa32ce84eecb46e1e2faff.tif,112.44,26624,17920,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
53a59002353f3e3aae039e36517e3c36.tif,17.73,7168,11776,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
1e1d64fa21663911b3969db8c5b7899a.tif,12.67,6656,11264,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
b5acd8657dc932fe804c9a8895909f1e.tif,71.46,17408,18944,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
c9481f0a950d3f8da8246b6d4cc0024f.tif,11.47,6144,6656,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
58bade8abd4b3adebf62e069ee7dd605.tif,25.12,12288,10240,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
168e1b430b03300aa6f53978eebd82da.tif,38.48,15360,15872,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
efa92490a7513301bd09cdbb6264c2e0.tif,22.16,7168,13312,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
08fa448cd3ac3ca88de509c031272ac0.tif,31.53,12800,11264,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
45bda695b9e93e919a73d8f13425f031.tif,126.61,27136,22528,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
5cfb53c5c75b303d9a322316274d4b6a.tif,56.5,17920,15360,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
3e41e8e08aa03902b1cf9c81e108b8d6.tif,16.06,9728,10752,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
b3dab9a3fc3f3784b7c11da6daf30e8a.tif,28.04,12288,9216,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
a23ae13e33643949af0e096e9a2a7c84.tif,21.3,7168,13824,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
99095aa110903a5ba0e9cf051108a2af.tif,19.96,10240,8192,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
ced37529c9703d28849f840c6dd7de68.tif,12.25,8704,8704,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
2a0fcd737ebf34159905ff1d1193448a.tif,30.76,14336,11264,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
d3a4c0434cc2390d98476c467c1176ee.tif,99.4,32256,30208,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
b039b61872f33a088e15ad2a61f8f6a6.tif,31.16,9728,13312,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
158a6cfb70dc3fd8896d28b23d977ef1.tif,66.79,18432,14336,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
0d73531a2ffd3f768bb7cdbd00b8c42b.tif,24.04,10240,12800,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
1c71d5aaf7493ab69b414884e2ab11a1.tif,34.45,11264,11264,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
6534339dae393b5687651d81aace2a8a.tif,17.38,8192,10752,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
fc51e88411003b08ba1e00783e38b3e9.tif,55.1,17920,17920,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
140cf81340a038968e1f4b44166c1796.tif,53.24,17920,13312,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
730a998305e43505a1206a1218176345.tif,38.69,16384,13312,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
91f9bdde510f316883f8920602efb8a7.tif,74.49,24576,15360,7,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307, 31.044446480304615]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0, 64.0)",3D Histech Panoramic P1000
8311683eb9a73544bc11af9821e538d6.tif,48.32,14336,12288,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
8e899e25f0433c1897f320df5bb4159a.tif,29.52,12288,11776,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
5967595943fc3ea381fb4351e7eb36b4.tif,55.35,16384,12288,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
9cbc23349b383edf8c383f3623708a02.tif,82.34,21504,20480,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
a0352c9e85dd325897a35dacf5676e90.tif,25.52,12800,11776,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
5c8816565d723eeab8f4dcd6fe58106a.tif,62.45,17408,20992,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
4545bab72ffa3210aeb17dbf8b675e4c.tif,28.84,14848,10752,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
8ff7a27909d8346b97bb0e5893e8d198.tif,58.83,18432,15360,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
ed4f35c3fd5c33b1b5a833aa3248530f.tif,12.08,9216,13312,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
3b56abb2ab893960b95696774575da92.tif,34.23,13312,12288,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
c354660af9e634e5a65497cd17e60bbd.tif,28.64,8704,13312,5,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154]","(1.0, 2.0, 4.0, 8.0, 16.0)",3D Histech Panoramic P1000
6a0e9a2d02f530bfa2a40b33d4fa9ba5.tif,31.53,11264,15872,6,"[0.4850694762547596, 0.9701389525095192, 1.9402779050190384, 3.880555810038077, 7.761111620076154, 15.522223240152307]","(1.0, 2.0, 4.0, 8.0, 16.0, 32.0)",3D Histech Panoramic P1000
